,name,price,color,feature_dict,link
45,"
FLOORBEE Junkers Jet Limited","
26.30 €","
blue / white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Protector', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'JET', 'Indicates the hardness of the blade', 'No', '214g', 'straight']}",https://www.efloorball.net/p/38672/floorbee-junkers-jet-smu-floorball-stick?ts=p_1_3_46
46,"
Zone floorball Maker AIR UL 27 FRIENDS (HELLO) Limited Edition","
86.54 € 


Recommended retail price:  123.65 €


","
yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Airlight grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'yes', 'straight', '80 % carbon / 20 % glass fibre']}",https://www.efloorball.net/p/34897/zone-floorball-maker-air-ul-27-friends-hello-limited-edition-floorball-stick?ts=p_1_3_47
47,"
OxDog ULTRALIGHT HES 27 WT ROUND MBC2","
147.20 € 


Recommended retail price:  148.63 €


","
white / apricot","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Ultralight', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'FSL (FASTSHOOTLIGHT) CARBON 2', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38629/oxdog-ultralight-hes-27-wt-round-mbc2-floorball-stick?ts=p_1_3_48
48,"
Unihoc UNILITE SUPERSKIN MAX TITAN 29 black/yellow","
151.58 € 


Recommended retail price:  161.60 €


","
black / yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'UNILITE', 'Indicates the hardness of the blade', 'yes', '194g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39339/unihoc-unilite-superskin-max-titan-29-black-yellow-floorball-stick?ts=p_1_3_49
49,"
OxDog SENSE HES 30 TB SWEOVAL MB","
79.68 €","
black / turquoise","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Touch', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'OptiLight', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38643/oxdog-sense-hes-30-tb-sweoval-mb-floorball-stick?ts=p_1_3_50
50,"
Salming Hawk Tourlite 27 SMU","
59.45 € 


Recommended retail price:  131.28 €


","
white / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Ultimate', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'yes', '248g', 'straight']}",https://www.efloorball.net/p/33989/salming-hawk-tourlite-touchplus-smu-floorball-stick?ts=p_1_3_51
51,"
Eurostick Splash","
8.67 € 


Recommended retail price:  9.18 €


",,"{'Name': ['Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'No', 'straight']}",https://www.efloorball.net/p/17104/floorball-stick-splash-junior-15?ts=p_1_3_52
52,"
OxDog HYPERLIGHT HES 27 BK SWEOVAL MBC","
168.58 €","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Ultralight', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Optilight Carbon', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38620/oxdog-hyperlight-hes-27-bk-sweoval-mbc-floorball-stick?ts=p_1_3_53
53,"
Unihoc EPIC TITAN SUPERSKIN PRO 29 white/cerise","
79.41 € 


Old price:  89.34 €
Recommended retail price:  131.63 €


","
white / pink","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '206g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/37067/unihoc-epic-titan-superskin-pro-29-white-cerise-floorball-stick?ts=p_1_3_54
54,"
Unihoc EPIC GLNT SUPERSKIN REG 26 white","
91.37 € 


Old price:  99.71 €
Recommended retail price:  115.67 €


","
White / Grey","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Top Grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '220g', 'straight', '80 % carbon / 20 % glass fibre']}",https://www.efloorball.net/p/38103/unihoc-epic-glnt-superskin-reg-26-white-floorball-stick?ts=p_1_3_55
55,"
Exel E-FECT BLACK 2.6 ROUND MB","
139.25 € 


Old price:  159.57 €
Recommended retail price:  168.58 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '200g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39389/exel-e-fect-black-2-6-round-mb-floorball-stick?ts=p_1_3_56
56,"
Exel E-LITE BLACK 2.9 ROUND MB","
99.36 € 


Recommended retail price:  108.74 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'E-Lite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '185g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39412/exel-e-lite-black-2-9-round-mb-floorball-stick?ts=p_1_3_57
57,"
Exel E-LITE WHITE 2.6 ROUND MB","
115.32 € 


Recommended retail price:  128.68 €


","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'E-Lite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '185g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39403/exel-e-lite-white-2-6-round-mb-floorball-stick?ts=p_1_3_58
58,"
Zone floorball HARDER AIR Light 31 white/ice blue","
87.74 €","
white / blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Air grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'HARDER', 'Indicates the hardness of the blade', 'yes', '242g', 'straight']}",https://www.efloorball.net/p/40473/zone-floorball-harder-air-light-31-white-ice-blue-floorball-stick?ts=p_1_3_59
59,"
Unihoc PLAYER+ Triangle 26 black","
59.45 € 


Old price:  79.41 €
Recommended retail price:  167.19 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'Carbon content:'], 'Key': ['2015', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Player+', 'Indicates the hardness of the blade', 'yes', '235g', '100 % carbon']}",https://www.efloorball.net/p/15973/floorball-stick-unihoc-cavity-triangle-26-black-15?ts=p_1_3_60
60,"
OxDog HYPERLIGHT HES 26 BK OVAL MBC","
139.25 € 


Old price:  168.58 €



","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Ultralight', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Optilight Carbon', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38624/oxdog-hyperlight-hes-26-bk-oval-mbc-floorball-stick?ts=p_1_3_61
61,"
Unihoc EPIC SUPERSKIN MAX 26 white/black","
99.36 € 


Recommended retail price:  175.53 €


","
white / black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '204g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/35182/unihoc-epic-superskin-max-26-white-black-floorball-stick?ts=p_1_3_62
62,"
OxDog ULTIMATELIGHT HES 27 CO SWEOVAL MBC2","
188.54 €","
Black / Bronze","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'SUPERTECH', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'FSL (FASTSHOOTLIGHT) CARBON 2', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38627/oxdog-ultimatelight-hes-27-co-sweoval-mbc2-floorball-stick?ts=p_1_3_63
63,"
Salming Flow Powerlite Aero","
99.36 € 


Recommended retail price:  139.61 €


","
white / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'X3M Grip PRO', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Flow', 'Indicates the hardness of the blade', 'yes', '208g', 'straight', '95 % carbon / 5 % Vectran']}",https://www.efloorball.net/p/37318/salming-flow-powerlite-aero-floorball-stick?ts=p_1_3_64
64,"
OxDog ULTRALIGHT HES 29 WT OVAL MBC2","
147.20 € 


Recommended retail price:  148.63 €


","
white / apricot","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Ultralight', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'FSL (FASTSHOOTLIGHT) CARBON 2', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38631/oxdog-ultralight-hes-29-wt-oval-mbc2-floorball-stick?ts=p_1_3_65
65,"
OxDog ULTRALIGHT HES 27 WT OVAL MBC2","
147.20 € 


Recommended retail price:  148.63 €


","
white / apricot","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Ultralight', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'FSL (FASTSHOOTLIGHT) CARBON 2', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38630/oxdog-ultralight-hes-27-wt-oval-mbc2-floorball-stick?ts=p_1_3_66
66,"
Exel E-LITE BLACK 2.6 OVAL MB","
79.41 € 


Old price:  95.37 €
Recommended retail price:  159.20 €


","
Black / Blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'E-Lite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '185g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37770/exel-e-lite-black-2-6-oval-mb-floorball-stick?ts=p_1_3_67
67,"
Zone floorball HYPER AIR FIGHT CANCER 4 30 all pink","
53.83 € 


Recommended retail price:  75.78 €


","
pink / white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Original grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Hyper', 'Indicates the hardness of the blade', 'yes', '227g', 'straight', '23 % carbon / 77 % glass fibre']}",https://www.efloorball.net/p/33265/zone-floorball-hyper-air-fight-cancer-4-30-all-pink-floorball-stick?ts=p_1_3_68
68,"
Unihoc REPLAYER Curve 2.0º 29 black/neon green","
86.14 € 


Recommended retail price:  143.61 €


","
black / neon green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2016/2017', 'The lower number, the harder shaft', 'Hydro', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Replayer', 'Indicates the hardness of the blade', 'yes', '234g', 'curved', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/25811/unihoc-replayer-curve-2-0-29-black-neon-green-floorbal-stick?ts=p_1_3_69
69,"
Exel SHOCK ABSORBER BLACK 2.6 ROUND MB","
139.25 € 


Recommended retail price:  158.61 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Rival Grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Air', 'Indicates the hardness of the blade', 'yes', '200g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39396/exel-shock-absorber-black-2-6-round-mb-floorball-stick?ts=p_1_3_70
70,"
Unihoc PLAYER+ Curve 2.0º 26 white/neon green","
71.78 € 


Recommended retail price:  143.61 €


","
white / neon green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2016/2017', 'The lower number, the harder shaft', 'Hydro', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Player+', 'Indicates the hardness of the blade', 'yes', '234g', 'curved', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/25757/unihoc-player-curve-2-0-26-white-neon-green-floorbal-stick?ts=p_1_3_71
